go_id	name	namespace	study_k	study_n	bg_K	bg_N	fold_enrichment	p_value	fdr	phenotype	genes
GO:0002020	protease binding	molecular_function	8	2042	19	31285	6.45	1.280e-05	1.318e-02		LOC120030881,LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120049327,LOC120050048
GO:0051045	negative regulation of membrane protein ectodomain proteolysis	biological_process	6	2042	10	31285	9.19	1.282e-05	1.318e-02		LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120049327
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	molecular_function	14	2042	65	31285	3.3	6.321e-05	3.249e-02		LOC120031486,LOC120032414,LOC120033324,LOC120033676,LOC120035973,LOC120036759,LOC120039199,LOC120039521,LOC120041890,LOC120042512,LOC120043612,LOC120043712,LOC120050473,LOC120050895
GO:0001217	DNA-binding transcription repressor activity	molecular_function	14	2042	65	31285	3.3	6.321e-05	3.249e-02		LOC120031486,LOC120032414,LOC120033324,LOC120033676,LOC120035973,LOC120036759,LOC120039199,LOC120039521,LOC120041890,LOC120042512,LOC120043612,LOC120043712,LOC120050473,LOC120050895
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	163	2042	1867	31285	1.34	8.117e-05	3.335e-02		LOC120018384,LOC120018783,LOC120019154,LOC120019509,LOC120024892,LOC120025195,LOC120025209,LOC120025291,LOC120026859,LOC120027037,LOC120027182,LOC120027204,LOC120028295,LOC120028960,LOC120029017,LOC120030815,LOC120030859,LOC120031079,LOC120031153,LOC120031239,LOC120031442,LOC120031486,LOC120031543,LOC120031563,LOC120031564
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	164	2042	1891	31285	1.33	1.075e-04	3.335e-02		LOC120018384,LOC120018783,LOC120019154,LOC120019509,LOC120024892,LOC120025195,LOC120025209,LOC120025291,LOC120026859,LOC120027037,LOC120027182,LOC120027204,LOC120028295,LOC120028960,LOC120029017,LOC120030815,LOC120030859,LOC120031079,LOC120031153,LOC120031239,LOC120031442,LOC120031486,LOC120031543,LOC120031563,LOC120031564
GO:0009895	negative regulation of catabolic process	biological_process	14	2042	69	31285	3.11	1.254e-04	3.335e-02		LOC120033969,LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120047114,LOC120048510,LOC120049327,LOC120049359,LOC120051453,LOC120063839,apoc2,zcchc17
GO:0008191	metalloendopeptidase inhibitor activity	molecular_function	6	2042	14	31285	6.57	1.460e-04	3.335e-02		LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120049327
GO:0051043	regulation of membrane protein ectodomain proteolysis	biological_process	6	2042	14	31285	6.57	1.460e-04	3.335e-02		LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120049327
GO:0042177	negative regulation of protein catabolic process	biological_process	7	2042	20	31285	5.36	1.817e-04	3.736e-02		LOC120038032,LOC120039357,LOC120041558,LOC120042870,LOC120044093,LOC120048510,LOC120049327
GO:0070672	response to interleukin-15	biological_process	6	2042	16	31285	5.75	3.475e-04	5.184e-02		LOC120019104,LOC120031572,LOC120036052,LOC120036644,LOC120048301,LOC120048594
GO:0035723	interleukin-15-mediated signaling pathway	biological_process	6	2042	16	31285	5.75	3.475e-04	5.184e-02		LOC120019104,LOC120031572,LOC120036052,LOC120036644,LOC120048301,LOC120048594
GO:0071350	cellular response to interleukin-15	biological_process	6	2042	16	31285	5.75	3.475e-04	5.184e-02		LOC120019104,LOC120031572,LOC120036052,LOC120036644,LOC120048301,LOC120048594
GO:0035459	vesicle cargo loading	biological_process	10	2042	43	31285	3.56	3.599e-04	5.184e-02		LOC120029114,LOC120032359,LOC120039223,LOC120039668,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120056946
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	21	2042	143	31285	2.25	4.034e-04	5.184e-02		LOC120027182,LOC120029017,LOC120031693,LOC120032414,LOC120033528,LOC120034814,LOC120035241,LOC120035973,LOC120036755,LOC120041604,LOC120043010,LOC120043215,LOC120043329,LOC120043712,LOC120045789,LOC120048190,LOC120048557,LOC120048595,LOC120048776,LOC120049351,LOC120049959
GO:0001216	DNA-binding transcription activator activity	molecular_function	21	2042	143	31285	2.25	4.034e-04	5.184e-02		LOC120027182,LOC120029017,LOC120031693,LOC120032414,LOC120033528,LOC120034814,LOC120035241,LOC120035973,LOC120036755,LOC120041604,LOC120043010,LOC120043215,LOC120043329,LOC120043712,LOC120045789,LOC120048190,LOC120048557,LOC120048595,LOC120048776,LOC120049351,LOC120049959
GO:0042289	MHC class II protein binding	molecular_function	6	2042	17	31285	5.41	5.075e-04	6.137e-02		LOC120019104,LOC120031572,LOC120036052,LOC120036644,LOC120048301,LOC120048594
GO:0014059	regulation of dopamine secretion	biological_process	9	2042	38	31285	3.63	6.102e-04	6.788e-02		LOC120024806,LOC120025245,LOC120034026,LOC120047651,LOC120049066,LOC120049373,LOC120049375,LOC120056443,syt17
GO:0072341	modified amino acid binding	molecular_function	11	2042	54	31285	3.12	6.273e-04	6.788e-02		LOC120024806,LOC120025245,LOC120033455,LOC120034026,LOC120047651,LOC120049066,LOC120049373,LOC120049375,LOC120056443,ftcd,syt17
GO:0009892	negative regulation of metabolic process	biological_process	94	2042	1037	31285	1.39	8.059e-04	8.284e-02		LOC120018286,LOC120019509,LOC120021680,LOC120021902,LOC120023423,LOC120026950,LOC120028584,LOC120028837,LOC120028850,LOC120028993,LOC120029140,LOC120030812,LOC120030825,LOC120031079,LOC120031166,LOC120031347,LOC120031391,LOC120031537,LOC120032414,LOC120032499,LOC120032657,LOC120032805,LOC120033324,LOC120033377,LOC120033605
GO:0046903	secretion	biological_process	36	2042	319	31285	1.73	9.987e-04	9.630e-02		LOC120024806,LOC120025245,LOC120029114,LOC120032263,LOC120032954,LOC120034026,LOC120034168,LOC120034246,LOC120035434,LOC120039050,LOC120039223,LOC120039668,LOC120041746,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120042919,LOC120043014,LOC120046321,LOC120047274,LOC120047646,LOC120047651,LOC120049066
GO:0009894	regulation of catabolic process	biological_process	40	2042	369	31285	1.66	1.183e-03	9.630e-02		LOC120026950,LOC120028993,LOC120030812,LOC120031537,LOC120032502,LOC120033969,LOC120034359,LOC120035140,LOC120036671,LOC120037771,LOC120037845,LOC120038032,LOC120038470,LOC120039357,LOC120039547,LOC120041558,LOC120042342,LOC120042708,LOC120042870,LOC120044093,LOC120047092,LOC120047114,LOC120048488,LOC120048508,LOC120048510
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	89	2042	987	31285	1.38	1.279e-03	9.630e-02		LOC120018286,LOC120019509,LOC120021680,LOC120021902,LOC120023423,LOC120026950,LOC120028584,LOC120028837,LOC120028850,LOC120028993,LOC120029140,LOC120030812,LOC120030825,LOC120031079,LOC120031166,LOC120031391,LOC120031537,LOC120032414,LOC120032499,LOC120032657,LOC120032805,LOC120033324,LOC120033377,LOC120033605,LOC120033652
GO:0051952	regulation of amine transport	biological_process	9	2042	42	31285	3.28	1.318e-03	9.630e-02		LOC120024806,LOC120025245,LOC120034026,LOC120047651,LOC120049066,LOC120049373,LOC120049375,LOC120056443,syt17
GO:0050433	regulation of catecholamine secretion	biological_process	9	2042	42	31285	3.28	1.318e-03	9.630e-02		LOC120024806,LOC120025245,LOC120034026,LOC120047651,LOC120049066,LOC120049373,LOC120049375,LOC120056443,syt17
GO:0001786	phosphatidylserine binding	molecular_function	9	2042	42	31285	3.28	1.318e-03	9.630e-02		LOC120024806,LOC120025245,LOC120034026,LOC120047651,LOC120049066,LOC120049373,LOC120049375,LOC120056443,syt17
GO:0140352	export from cell	biological_process	37	2042	336	31285	1.69	1.337e-03	9.630e-02		LOC120024806,LOC120025245,LOC120029114,LOC120031067,LOC120032263,LOC120034026,LOC120034168,LOC120034246,LOC120035434,LOC120039050,LOC120039223,LOC120039668,LOC120041746,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120042919,LOC120046321,LOC120047274,LOC120047646,LOC120047651,LOC120048543,LOC120049066
GO:0009306	protein secretion	biological_process	13	2042	77	31285	2.59	1.358e-03	9.630e-02		LOC120029114,LOC120032263,LOC120034246,LOC120039050,LOC120039223,LOC120039668,LOC120041746,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120046321
GO:0071692	protein localization to extracellular region	biological_process	13	2042	77	31285	2.59	1.358e-03	9.630e-02		LOC120029114,LOC120032263,LOC120034246,LOC120039050,LOC120039223,LOC120039668,LOC120041746,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120046321
GO:0032940	secretion by cell	biological_process	34	2042	302	31285	1.72	1.412e-03	9.675e-02		LOC120024806,LOC120025245,LOC120029114,LOC120032263,LOC120034026,LOC120034168,LOC120034246,LOC120035434,LOC120039050,LOC120039223,LOC120039668,LOC120041746,LOC120041957,LOC120042395,LOC120042546,LOC120042547,LOC120042896,LOC120042919,LOC120046321,LOC120047274,LOC120047646,LOC120047651,LOC120049066,LOC120049117,LOC120049326
